Region,Crop,Emotion,Post_Text,Date,Sentiment_Score,Price,Demand_Index,Temperature,Rainfall
Telangana,Sugarcane,Negative,disease,21-06-2025,1,3305.98,76,26.62,14.83
Telangana,Soybean,Happy,wilt,23-02-2025,1,7207.74,73,22.61,14.85
Karnataka,Rice,Happy,blight,30-06-2025,0,6120.39,119,32.38,6.03
Tamil Nadu,Cotton,Neutral,pest attack,02-02-2025,-1,4131.85,72,37.83,15.19
Punjab,Soybean,Optimistic,borer,11-06-2025,0,8021.28,58,29.66,10.48
Maharashtra,Rice,Neutral,no issue,12-03-2025,0,7876.94,55,39.12,1.22
Gujarat,Cotton,Fear,borer,25-06-2025,-1,6524.59,49,23.31,15.01
Tamil Nadu,Pulses,Fear,no issue,11-03-2025,1,4549.19,133,24.36,13.93
Punjab,Millets,Sad,wilt,26-02-2025,-1,4920.84,55,23.42,0.91
Andhra Pradesh,Sugarcane,Positive,infection,13-03-2025,1,9644.82,66,32.85,4.98
Punjab,Cotton,Negative,pest attack,16-06-2025,0,5432.23,97,26.49,18.93
Maharashtra,Sugarcane,Neutral,rust,06-06-2025,-1,4767.22,120,36.32,16.48
Andhra Pradesh,Sugarcane,Neutral,wilt,05-01-2025,0,6761.72,149,38.78,11.67
Gujarat,Pulses,Sad,no issue,22-05-2025,1,4631.55,101,25.38,11.63
Punjab,Pulses,Neutral,borer,01-03-2025,1,8295.46,78,38.04,1.87
Andhra Pradesh,Millets,Neutral,infection,18-02-2025,1,7276.28,83,32.95,0.42
Andhra Pradesh,Maize,Fear,no issue,18-02-2025,0,3486.18,81,29.1,12.9
Tamil Nadu,Wheat,Neutral,pest attack,04-06-2025,0,3698.11,64,36.53,15.27
Gujarat,Rice,Neutral,blight,22-01-2025,1,5161.32,136,20.27,19.33
Punjab,Wheat,Optimistic,disease,21-02-2025,-1,3722.68,96,36.31,6.15
Tamil Nadu,Maize,Happy,pest attack,20-05-2025,0,7844.29,65,20.42,0.89
Maharashtra,Sugarcane,Negative,healthy crop,17-04-2025,-1,3710.41,43,24.53,7.71
Telangana,Sugarcane,Happy,rust,25-06-2025,1,9454.12,74,29.84,19.82
Andhra Pradesh,Wheat,Sad,aphid,20-01-2025,1,7433.55,70,37.91,12.09
Andhra Pradesh,Pulses,Optimistic,no issue,16-02-2025,-1,7625.99,125,33.74,12.5
Telangana,Soybean,Negative,wilt,08-05-2025,1,7918.7,151,35.97,15.78
Punjab,Maize,Neutral,aphid,07-02-2025,1,5978.47,160,39.53,16.29
Karnataka,Pulses,Sad,infection,24-01-2025,-1,5135.87,138,27.7,6.39
Tamil Nadu,Millets,Fear,no issue,12-06-2025,0,5334.26,133,38.43,7.66
Maharashtra,Millets,Angry,healthy crop,18-05-2025,1,8926.75,134,34.3,10.54
Punjab,Cotton,Negative,blight,03-04-2025,-1,2721.28,42,27.25,9.48
Andhra Pradesh,Wheat,Positive,aphid,03-04-2025,0,8941.26,67,25.89,2.88
Punjab,Pulses,Happy,blight,27-02-2025,-1,3263.5,129,34.08,7.55
Karnataka,Pulses,Optimistic,pest attack,29-06-2025,1,3958.39,121,36.75,17.41
Karnataka,Maize,Optimistic,infection,21-01-2025,1,4817.82,113,22.99,3.65
Gujarat,Maize,Sad,borer,16-04-2025,1,8246.7,142,33.9,5.74
Andhra Pradesh,Rice,Positive,no issue,14-02-2025,0,6523.07,104,33.6,17.52
Maharashtra,Sugarcane,Sad,blight,19-04-2025,1,9674.52,71,30.43,19.56
Andhra Pradesh,Cotton,Fear,no issue,15-01-2025,1,4669.08,155,39.52,12.1
Karnataka,Millets,Angry,aphid,17-06-2025,0,7493.24,71,21.09,7.43
Tamil Nadu,Cotton,Sad,disease,27-01-2025,1,3765.3,102,20.56,5.64
Maharashtra,Wheat,Negative,blight,02-06-2025,-1,2794.9,64,31.03,12.77
Karnataka,Cotton,Sad,disease,26-05-2025,0,6953.58,111,20.91,6.29
Telangana,Rice,Optimistic,wilt,12-04-2025,-1,6338.62,90,34.51,19.48
Gujarat,Wheat,Optimistic,rust,09-05-2025,-1,3445.52,59,20.47,15.92
Tamil Nadu,Rice,Sad,infection,08-02-2025,-1,7660.87,120,21.87,14.37
Andhra Pradesh,Maize,Neutral,healthy crop,13-05-2025,0,9945.95,116,38.6,6.83
Punjab,Maize,Optimistic,wilt,03-04-2025,0,7364.3,55,37.81,15.48
Tamil Nadu,Cotton,Happy,no issue,05-06-2025,1,3655.47,140,39.89,1.95
Karnataka,Maize,Sad,healthy crop,23-01-2025,-1,6301.42,61,38.68,3.23
Telangana,Soybean,Optimistic,disease,19-01-2025,0,4254.3,83,39.72,19.57
Punjab,Millets,Neutral,disease,26-05-2025,0,6417.81,86,28.02,17.14
Gujarat,Maize,Angry,aphid,12-05-2025,1,9204.26,107,21.67,8.26
Tamil Nadu,Sugarcane,Positive,no issue,14-06-2025,0,3399.41,139,36.42,0.16
Punjab,Wheat,Sad,rust,10-02-2025,0,6990.94,78,27.76,9.25
Karnataka,Soybean,Angry,borer,14-06-2025,1,7009.47,73,21.72,14.64
Tamil Nadu,Pulses,Happy,rust,26-03-2025,0,3451.3,127,29.73,14.05
Tamil Nadu,Wheat,Sad,borer,10-01-2025,-1,6525.86,58,32.8,6.4
Karnataka,Pulses,Positive,aphid,21-04-2025,-1,9707.24,67,37.36,19.05
Gujarat,Pulses,Sad,wilt,12-06-2025,1,4361.09,95,28.1,5.97
Gujarat,Millets,Fear,healthy crop,24-02-2025,-1,7535.62,46,21.85,18.03
Telangana,Sugarcane,Neutral,blight,31-03-2025,1,9789.92,128,33.78,3.21
Gujarat,Pulses,Optimistic,no issue,10-04-2025,0,8761.11,126,23.97,14.45
Maharashtra,Maize,Optimistic,aphid,04-01-2025,1,4245.28,78,29.99,6.33
Punjab,Pulses,Sad,healthy crop,01-01-2025,1,10206.33,76,32.69,12.78
Maharashtra,Wheat,Positive,blight,18-02-2025,1,6150.45,81,32.02,4.32
Andhra Pradesh,Cotton,Positive,aphid,04-04-2025,0,3113.34,114,36.38,2.49
Tamil Nadu,Millets,Fear,rust,01-04-2025,1,5673.97,126,39.48,6.72
Andhra Pradesh,Millets,Fear,aphid,15-02-2025,0,6869.28,105,27.63,16.9
Gujarat,Pulses,Sad,no issue,26-01-2025,0,9967.54,63,21.79,0.33
Tamil Nadu,Wheat,Angry,no issue,20-05-2025,0,3697.91,124,36.12,13.35
Punjab,Pulses,Happy,blight,27-04-2025,1,6984.02,120,39.01,7.01
Punjab,Millets,Fear,rust,02-01-2025,1,9833.76,124,25.67,17.59
Telangana,Sugarcane,Fear,blight,02-01-2025,1,9484.22,61,20.52,15.81
Punjab,Soybean,Optimistic,infection,27-05-2025,0,9949.8,100,23.85,12.89
Punjab,Rice,Fear,infection,12-06-2025,0,5732.88,101,38.08,10.35
Tamil Nadu,Cotton,Negative,infection,10-05-2025,1,4044,110,36.86,12.55
Telangana,Maize,Optimistic,blight,24-01-2025,-1,3465.37,120,35.4,3.06
Maharashtra,Wheat,Fear,pest attack,03-02-2025,-1,9657.01,139,27.16,4.79
Andhra Pradesh,Sugarcane,Happy,healthy crop,04-03-2025,0,8084.19,98,35.41,13.19
Telangana,Wheat,Neutral,pest attack,13-06-2025,-1,9620.2,54,29.18,11.92
Karnataka,Maize,Sad,wilt,16-02-2025,-1,3450.59,86,38.25,4.16
Karnataka,Millets,Positive,rust,19-01-2025,-1,6180.48,66,33.75,7.51
Telangana,Millets,Neutral,infection,18-03-2025,-1,2935.25,112,32.62,17.1
Karnataka,Soybean,Optimistic,borer,07-06-2025,-1,7098.95,106,34.83,18.53
Andhra Pradesh,Rice,Positive,healthy crop,12-05-2025,1,8469.99,106,22.3,4.34
Telangana,Maize,Happy,disease,27-06-2025,0,9578.94,111,23.98,1.84
Gujarat,Sugarcane,Angry,borer,22-04-2025,0,6588.6,74,25,3.96
Punjab,Sugarcane,Fear,disease,30-05-2025,0,8552.07,71,35.88,19.08
Tamil Nadu,Pulses,Angry,rust,02-06-2025,-1,7966.38,119,22.15,7.66
Andhra Pradesh,Soybean,Optimistic,disease,26-04-2025,1,4277.5,125,25.06,8.2
Maharashtra,Soybean,Fear,pest attack,30-01-2025,1,4423.87,83,27.15,1.45
Gujarat,Soybean,Optimistic,infection,22-03-2025,-1,3692.41,41,34.34,4.28
Maharashtra,Soybean,Happy,healthy crop,17-01-2025,0,5699.14,117,24.35,11.22
Gujarat,Wheat,Fear,rust,23-03-2025,1,8833.39,66,36.05,9.97
Telangana,Pulses,Negative,disease,26-04-2025,1,4363.35,109,24.73,0.43
Karnataka,Rice,Angry,wilt,03-02-2025,0,8891.5,118,38.36,0.78
Gujarat,Rice,Negative,borer,25-01-2025,0,8808.95,88,25.49,15.07
Tamil Nadu,Wheat,Optimistic,borer,06-06-2025,-1,3169.82,98,29.87,12.82
Karnataka,Soybean,Negative,pest attack,27-02-2025,1,3436.92,73,39.87,17.23
Gujarat,Pulses,Happy,infection,23-01-2025,-1,4057.66,87,36.32,10.75
Karnataka,Rice,Sad,pest attack,29-01-2025,1,3496.88,93,26.59,12.26
Punjab,Pulses,Sad,infection,05-02-2025,0,7084.17,90,37.24,15.06
Punjab,Pulses,Angry,disease,14-05-2025,0,6693.12,134,29.8,5.61
Punjab,Millets,Happy,disease,09-03-2025,0,8363.41,95,31.17,17.46
Gujarat,Cotton,Negative,disease,07-05-2025,-1,3319.24,67,29.36,7.7
Tamil Nadu,Wheat,Optimistic,blight,01-06-2025,-1,8128.43,80,35.21,6.24
Tamil Nadu,Maize,Negative,infection,26-02-2025,-1,9239.77,97,37.36,10.27
Punjab,Pulses,Happy,disease,13-03-2025,-1,5724.4,113,32.97,2.95
Karnataka,Wheat,Happy,pest attack,28-04-2025,1,4414.93,144,30.62,7.04
Karnataka,Wheat,Optimistic,rust,24-02-2025,0,4054.34,115,26.67,8.83
Telangana,Wheat,Positive,rust,19-04-2025,-1,4219.63,62,31.88,10.59
Tamil Nadu,Pulses,Negative,pest attack,15-06-2025,1,4864.83,74,21.06,0.71
Telangana,Cotton,Negative,healthy crop,26-01-2025,1,5204.74,149,34.32,7.84
Karnataka,Cotton,Sad,borer,22-02-2025,1,4337.92,141,25.76,11.93
Gujarat,Rice,Negative,infection,09-05-2025,1,9578.9,154,26.11,18.13
Andhra Pradesh,Maize,Optimistic,disease,12-02-2025,-1,4031.44,58,39.24,13.32
Tamil Nadu,Soybean,Positive,infection,09-03-2025,0,9168.8,147,37.06,11.88
Tamil Nadu,Rice,Angry,blight,01-05-2025,1,4029.49,132,33.6,5.81
Andhra Pradesh,Maize,Neutral,disease,26-01-2025,0,5132.22,107,29.81,7.02
Maharashtra,Sugarcane,Angry,wilt,04-04-2025,-1,5945.71,78,34.2,17.83
Punjab,Millets,Negative,wilt,25-06-2025,1,6863.12,78,39.57,17.13
Gujarat,Maize,Optimistic,borer,08-01-2025,-1,4462.37,95,27.19,14.89
Andhra Pradesh,Pulses,Negative,wilt,10-06-2025,-1,7471.77,97,39.75,17.52
Andhra Pradesh,Sugarcane,Optimistic,aphid,11-04-2025,0,7124.03,85,26.19,0.82
Maharashtra,Soybean,Negative,rust,27-04-2025,0,6966.64,94,25.77,19.39
Tamil Nadu,Maize,Angry,infection,14-05-2025,0,9766.7,135,23.25,9.74
Karnataka,Sugarcane,Positive,borer,11-01-2025,-1,4256.18,55,21.06,6.12
Tamil Nadu,Soybean,Positive,pest attack,06-03-2025,1,4239.78,160,37.18,13.31
Punjab,Maize,Negative,wilt,06-02-2025,-1,9832.05,114,38.37,5.82
Karnataka,Millets,Optimistic,blight,23-06-2025,-1,7274.8,52,37.86,18.4
Maharashtra,Sugarcane,Neutral,no issue,22-04-2025,1,7916.96,134,22.78,15.35
Telangana,Maize,Fear,healthy crop,21-02-2025,1,5224.56,132,38.54,9.22
Andhra Pradesh,Pulses,Fear,disease,05-02-2025,1,6924.83,124,38.7,14.25
Tamil Nadu,Soybean,Fear,borer,18-04-2025,1,9922.39,131,20.53,15.34
Karnataka,Maize,Sad,blight,29-05-2025,0,6585.45,119,38,17.56
Karnataka,Pulses,Neutral,rust,21-06-2025,0,3041.67,116,29.2,1.09
Karnataka,Sugarcane,Negative,aphid,02-06-2025,-1,3523.68,101,33.81,17.29
Karnataka,Rice,Happy,healthy crop,06-02-2025,0,6934.34,67,24.47,13.51
Punjab,Maize,Sad,wilt,02-01-2025,0,8639.32,75,22.29,0
Maharashtra,Wheat,Negative,blight,22-02-2025,-1,3620.32,104,28.88,1.11
Karnataka,Sugarcane,Fear,borer,17-02-2025,1,9010.24,129,25.21,12.26
Tamil Nadu,Wheat,Fear,infection,12-06-2025,0,3151.61,145,33.15,3.42
Gujarat,Cotton,Angry,borer,16-03-2025,-1,4906.14,115,29.86,13.35
Tamil Nadu,Pulses,Negative,borer,17-04-2025,-1,8564.82,76,29.14,11.28
Karnataka,Sugarcane,Positive,no issue,24-04-2025,0,3298.42,67,29.36,14.46
Telangana,Rice,Neutral,aphid,09-05-2025,-1,8790.24,84,38.05,10.5
Maharashtra,Wheat,Neutral,infection,01-04-2025,1,7804.16,118,34.3,15.73
Telangana,Sugarcane,Fear,disease,15-06-2025,0,6386.21,127,33.18,11.52
Maharashtra,Sugarcane,Neutral,aphid,31-05-2025,0,9686.36,129,36.6,1.35
Karnataka,Maize,Happy,disease,20-06-2025,0,3743.54,110,26.47,4.63
Punjab,Cotton,Negative,infection,09-04-2025,1,8474.71,68,21.24,5.01
Karnataka,Wheat,Angry,aphid,05-06-2025,0,7419.06,72,26.42,13.97
Tamil Nadu,Maize,Happy,blight,06-03-2025,0,6437.72,78,24.02,3.24
Punjab,Cotton,Negative,no issue,07-01-2025,0,7403.81,76,20.66,2.81
Karnataka,Soybean,Fear,no issue,20-05-2025,-1,8883.3,127,34.6,18.22
Gujarat,Millets,Happy,blight,27-05-2025,1,8993.2,105,32.37,11.17
Andhra Pradesh,Wheat,Angry,rust,10-06-2025,1,5747,70,22.54,10.34
Karnataka,Wheat,Angry,blight,14-01-2025,0,7210.43,78,36.43,5.8
Punjab,Sugarcane,Fear,aphid,18-01-2025,1,9238.67,96,21.5,11.51
Punjab,Sugarcane,Fear,no issue,15-01-2025,1,7099.95,134,29.42,18.35
Telangana,Rice,Positive,aphid,18-04-2025,1,4993.08,157,21.19,4.08
Punjab,Soybean,Positive,blight,07-05-2025,1,3799.98,138,34.06,15.31
Karnataka,Soybean,Negative,rust,03-06-2025,0,8175.03,120,29.58,2.59
Gujarat,Rice,Negative,pest attack,08-05-2025,0,6553.23,105,29.55,15.63
Andhra Pradesh,Rice,Positive,pest attack,20-02-2025,0,6739.3,137,33.67,0.36
Tamil Nadu,Rice,Fear,rust,28-06-2025,1,4116.93,130,22.76,8.76
Maharashtra,Soybean,Optimistic,blight,29-03-2025,-1,5944.09,69,21.84,0.2
Tamil Nadu,Rice,Positive,blight,15-01-2025,1,3661.62,83,25.65,6.28
Maharashtra,Cotton,Sad,infection,05-06-2025,1,6016.25,144,21.54,5
Maharashtra,Cotton,Angry,aphid,26-02-2025,-1,5944.25,86,35.6,5.85
Gujarat,Cotton,Sad,aphid,28-06-2025,1,6910.81,104,38.01,14.11
Maharashtra,Millets,Sad,disease,22-02-2025,-1,9116.06,106,24.61,14.84
Andhra Pradesh,Wheat,Optimistic,infection,10-01-2025,0,9845.37,133,35.28,19.06
Karnataka,Millets,Positive,wilt,13-03-2025,1,7277.76,70,21.19,17.09
Tamil Nadu,Millets,Positive,rust,09-04-2025,-1,5963.25,88,23.69,8.62
Karnataka,Sugarcane,Positive,healthy crop,31-03-2025,1,9842.58,156,37.86,18.45
Telangana,Cotton,Positive,aphid,09-06-2025,1,6224.04,153,38.57,15.05
Punjab,Wheat,Fear,wilt,17-05-2025,0,6244.52,122,35.38,5.2
Tamil Nadu,Millets,Happy,infection,04-01-2025,-1,4728.38,75,21.71,5
Maharashtra,Sugarcane,Optimistic,no issue,12-04-2025,-1,3115.39,74,33.18,15.65
Punjab,Rice,Negative,wilt,26-05-2025,0,7625.44,72,28.88,0.35
Karnataka,Millets,Positive,aphid,03-05-2025,1,7675.52,112,21.17,18.78
Telangana,Soybean,Negative,borer,16-02-2025,0,4806.05,83,37.38,2.54
Gujarat,Maize,Neutral,no issue,17-06-2025,-1,3224.17,44,23.69,10.13
Tamil Nadu,Soybean,Positive,healthy crop,28-02-2025,0,3425.69,83,39.51,0.32
Punjab,Soybean,Positive,no issue,02-03-2025,0,5448.11,106,22.26,1.55
Andhra Pradesh,Soybean,Optimistic,rust,19-01-2025,1,7768.38,78,20.49,12.14
Telangana,Soybean,Fear,aphid,01-05-2025,-1,9438.54,43,23.21,0.89
Andhra Pradesh,Rice,Negative,no issue,24-02-2025,1,8858.4,159,34.84,15.67
Gujarat,Soybean,Happy,rust,30-05-2025,0,3228.2,98,35.25,12.98
Karnataka,Cotton,Fear,healthy crop,01-02-2025,1,9138.72,66,32.14,13.18
Maharashtra,Millets,Optimistic,wilt,19-02-2025,0,8852.06,81,26.57,15.98
Telangana,Cotton,Angry,aphid,30-01-2025,0,7851.51,102,27.24,7.04
Maharashtra,Wheat,Optimistic,borer,04-06-2025,1,4869.71,89,31.39,16.54
Andhra Pradesh,Cotton,Fear,no issue,20-06-2025,-1,3814.93,76,26.83,2.36
Tamil Nadu,Pulses,Neutral,no issue,07-05-2025,1,7682.94,83,37.53,0.31
Karnataka,Pulses,Sad,healthy crop,01-05-2025,0,8199.98,54,36.68,0.48
Andhra Pradesh,Wheat,Neutral,healthy crop,16-05-2025,-1,9149.51,85,22.55,13.94
Andhra Pradesh,Sugarcane,Negative,aphid,28-03-2025,0,7140.35,142,20.9,14.77
Telangana,Millets,Fear,borer,22-04-2025,1,5220.46,77,34.67,14.47
Maharashtra,Wheat,Neutral,pest attack,01-06-2025,-1,6916.56,98,27.59,8.77
Maharashtra,Sugarcane,Negative,blight,18-03-2025,0,6453.05,116,37.95,11.6
Punjab,Pulses,Sad,aphid,09-04-2025,0,5230.05,68,20.84,18.9
Gujarat,Cotton,Fear,healthy crop,13-03-2025,0,7025.96,62,26.95,3.31
Telangana,Sugarcane,Angry,borer,27-02-2025,-1,9039.75,73,39.78,15.07
Andhra Pradesh,Sugarcane,Neutral,disease,22-02-2025,1,7066.88,81,20.55,18.05
Maharashtra,Cotton,Positive,borer,07-01-2025,1,5743.15,133,28.53,8.9
Andhra Pradesh,Millets,Sad,disease,30-06-2025,1,9558.27,115,29.87,1.74
Andhra Pradesh,Sugarcane,Negative,aphid,21-01-2025,1,8354.43,69,26.54,10.14
Telangana,Millets,Negative,aphid,10-01-2025,-1,5747.17,106,26.35,16.83
Gujarat,Rice,Positive,blight,05-02-2025,1,7378.83,88,33.47,5.31
Andhra Pradesh,Millets,Neutral,borer,14-03-2025,-1,3695.59,51,39.02,17.14
Gujarat,Cotton,Positive,rust,18-01-2025,-1,6212.59,130,23.56,8.36
Telangana,Pulses,Happy,aphid,04-05-2025,0,6713.23,88,36.81,17.5
Gujarat,Millets,Angry,rust,03-06-2025,0,5499.9,62,24.38,19.26
Punjab,Sugarcane,Fear,borer,25-03-2025,1,4916.75,82,29.29,6.38
Karnataka,Soybean,Fear,infection,04-05-2025,0,8880.85,126,28.24,4.7
Telangana,Sugarcane,Happy,rust,16-01-2025,0,6935.8,136,26.35,7.83
Tamil Nadu,Pulses,Fear,wilt,14-01-2025,-1,4632.58,83,32.73,0.91
Tamil Nadu,Pulses,Happy,no issue,12-02-2025,1,7008,74,38.96,12.27
Telangana,Maize,Positive,pest attack,08-04-2025,0,3631.77,95,35.34,11.06
Gujarat,Rice,Happy,aphid,18-05-2025,0,4389.08,118,27.91,14.36
Telangana,Maize,Optimistic,aphid,16-04-2025,-1,4262.64,41,20.72,0.4
Maharashtra,Wheat,Fear,borer,11-01-2025,1,4258.91,89,32.63,13.76
Karnataka,Sugarcane,Negative,rust,17-06-2025,0,5805.26,84,37.24,1.53
Maharashtra,Pulses,Positive,pest attack,19-05-2025,-1,7103.73,134,31.76,7.82
Punjab,Sugarcane,Optimistic,rust,12-05-2025,-1,8043.95,98,24.05,5.29
Gujarat,Millets,Fear,wilt,20-04-2025,0,3651.44,121,25.57,5.69
Gujarat,Cotton,Fear,pest attack,08-05-2025,0,8092.9,147,30.93,2.17
Andhra Pradesh,Rice,Fear,blight,25-04-2025,-1,5376.12,122,26.21,2.88
Gujarat,Wheat,Negative,healthy crop,13-02-2025,1,4742.19,135,25,2.83
Maharashtra,Millets,Happy,pest attack,07-05-2025,-1,4601.88,83,36.69,0.73
Gujarat,Pulses,Positive,wilt,26-06-2025,0,4464.57,112,30.91,6.26
Gujarat,Cotton,Optimistic,borer,04-05-2025,1,6872.75,153,21.63,2.1
Gujarat,Wheat,Fear,infection,04-01-2025,0,4134.65,71,23.95,17.39
Karnataka,Rice,Fear,borer,13-02-2025,0,7383.15,67,34.98,10.94
Tamil Nadu,Rice,Sad,disease,22-04-2025,0,9970.21,136,25.42,6.45
Telangana,Maize,Neutral,wilt,14-05-2025,-1,7534.6,131,27.43,12.09
Tamil Nadu,Millets,Happy,aphid,04-02-2025,1,4392.68,120,20.2,8.33
Andhra Pradesh,Millets,Negative,pest attack,21-03-2025,0,7910.25,62,30.75,6.62
Karnataka,Millets,Neutral,disease,31-03-2025,1,7731.07,104,32.58,18.56
Telangana,Sugarcane,Fear,no issue,20-03-2025,-1,5317.53,72,31.22,12.83
Andhra Pradesh,Wheat,Neutral,disease,25-02-2025,-1,4807.31,53,22.53,10.45
Gujarat,Pulses,Optimistic,no issue,01-06-2025,-1,6940.09,134,37.43,13.37
Tamil Nadu,Cotton,Neutral,pest attack,01-03-2025,0,9923.61,128,22.93,3.3
Punjab,Rice,Optimistic,disease,14-01-2025,0,3958.82,104,33.3,6.54
Maharashtra,Wheat,Happy,healthy crop,11-04-2025,1,5818.27,120,27.1,16.77
Telangana,Wheat,Happy,infection,12-06-2025,0,8835.23,105,31.21,9.8
Punjab,Sugarcane,Negative,healthy crop,22-04-2025,1,7700.25,106,37.11,15.41
Telangana,Pulses,Happy,no issue,24-05-2025,-1,8849.94,64,27.65,3.58
Gujarat,Rice,Happy,borer,03-04-2025,1,6783.14,99,26.57,18.22
Telangana,Rice,Sad,pest attack,15-06-2025,1,5120.41,65,39.91,14.09
Telangana,Rice,Positive,borer,05-06-2025,1,7623.74,120,35,12.95
Maharashtra,Wheat,Positive,aphid,08-01-2025,1,7533.11,150,34.72,17.42
Andhra Pradesh,Wheat,Fear,disease,15-01-2025,1,6345.76,100,21.95,10.88
Punjab,Cotton,Positive,aphid,22-06-2025,0,8937.61,140,23.38,19.73
Gujarat,Soybean,Positive,rust,17-04-2025,-1,8630.09,48,23.86,15.23
Andhra Pradesh,Sugarcane,Negative,infection,24-04-2025,-1,3089.85,128,30.11,3.46
Gujarat,Rice,Sad,wilt,24-05-2025,1,5623.08,132,36.72,1.72
Tamil Nadu,Wheat,Negative,disease,16-02-2025,0,8106.85,125,32.53,0.4
Andhra Pradesh,Rice,Happy,aphid,28-04-2025,1,3813.78,91,26.16,13.62
Punjab,Cotton,Neutral,wilt,14-01-2025,0,5655.17,85,22.81,6.31
Andhra Pradesh,Cotton,Sad,blight,15-02-2025,-1,9703.08,96,25.29,9.8
Maharashtra,Soybean,Optimistic,healthy crop,26-04-2025,-1,8569.09,61,20.73,16.69
Tamil Nadu,Maize,Happy,rust,30-03-2025,0,7522.06,86,24.15,13.99
Maharashtra,Sugarcane,Negative,healthy crop,23-02-2025,0,4807.5,54,38.44,10.34
Gujarat,Maize,Angry,infection,30-04-2025,-1,6933.29,88,33.17,18.03
Telangana,Wheat,Optimistic,pest attack,10-02-2025,0,5949.85,132,38.06,3.74
Telangana,Sugarcane,Neutral,borer,20-05-2025,-1,4198.78,118,29.13,11.52
Tamil Nadu,Pulses,Angry,blight,06-03-2025,0,8063.61,111,33.57,6
Andhra Pradesh,Wheat,Fear,rust,10-03-2025,-1,9497.72,43,23.28,3.33
Telangana,Cotton,Neutral,infection,19-06-2025,1,5624.01,71,26.19,15.32
Punjab,Soybean,Angry,rust,12-02-2025,0,6224.11,75,37.66,6.03
Karnataka,Maize,Happy,blight,22-04-2025,0,3631.17,137,31.11,15.51
Karnataka,Millets,Neutral,aphid,26-01-2025,-1,6058.25,129,24.25,9.45
Tamil Nadu,Millets,Happy,disease,10-04-2025,-1,3646.91,57,28,6.54
Telangana,Pulses,Fear,healthy crop,19-01-2025,0,5428.07,125,20.54,17.71
Andhra Pradesh,Cotton,Optimistic,aphid,29-03-2025,0,6510.19,126,35.03,18.29
Gujarat,Cotton,Neutral,borer,18-02-2025,0,3309.74,61,26.79,13.08
Tamil Nadu,Maize,Sad,wilt,10-04-2025,-1,7530.78,73,39.17,8.43
Andhra Pradesh,Pulses,Negative,borer,22-01-2025,0,5424.01,133,37.25,16.07
Karnataka,Maize,Optimistic,infection,28-05-2025,1,6786.05,61,29.72,19.2
Tamil Nadu,Pulses,Positive,wilt,19-04-2025,1,5037.37,137,36.14,18.16
Maharashtra,Soybean,Angry,aphid,17-05-2025,-1,9680.06,62,39.61,10.63
Tamil Nadu,Wheat,Neutral,pest attack,28-03-2025,0,9637.41,83,23.95,16.26
Gujarat,Millets,Fear,pest attack,29-04-2025,-1,4847.69,102,29.21,1
Maharashtra,Soybean,Sad,rust,28-03-2025,-1,7471.61,43,30.85,3.57
Telangana,Pulses,Positive,borer,25-03-2025,1,5190.91,74,27.14,0.73
Gujarat,Pulses,Happy,infection,22-01-2025,-1,6619.69,58,32.66,8.62
Telangana,Soybean,Angry,no issue,04-03-2025,0,9431.43,143,36.41,11.38
Karnataka,Wheat,Optimistic,aphid,10-01-2025,0,4027.25,131,36.25,2.02
Maharashtra,Wheat,Optimistic,wilt,19-04-2025,1,5941.96,155,25.14,13.06
Karnataka,Pulses,Negative,blight,27-05-2025,0,4826.83,115,30.78,15.87
Gujarat,Rice,Optimistic,no issue,02-05-2025,-1,4219.37,75,34.94,15.57
Telangana,Rice,Fear,infection,23-06-2025,0,4994.39,76,20.37,8.29
Andhra Pradesh,Sugarcane,Sad,borer,03-06-2025,0,8531.81,62,24.43,0.36
Telangana,Cotton,Negative,no issue,15-03-2025,-1,7875.28,98,31.76,12.7
Telangana,Pulses,Angry,healthy crop,04-01-2025,0,5400.66,106,23.04,17.09
Tamil Nadu,Cotton,Neutral,rust,07-03-2025,-1,5588.43,113,39.35,12.63
Maharashtra,Soybean,Negative,blight,16-05-2025,-1,5425.98,80,29.03,9.35
Andhra Pradesh,Maize,Optimistic,no issue,21-04-2025,0,5907.75,146,39.47,11.13
Tamil Nadu,Cotton,Fear,healthy crop,03-02-2025,-1,5359.24,55,21.94,4.37
Karnataka,Sugarcane,Neutral,infection,13-04-2025,0,6850.49,77,28.36,11.98
Telangana,Soybean,Negative,aphid,09-05-2025,0,6749.39,101,29.9,9.28
Punjab,Millets,Neutral,infection,13-04-2025,1,5225.39,102,35.26,13.12
Gujarat,Wheat,Fear,no issue,17-06-2025,-1,5743.05,64,32.73,12.38
Andhra Pradesh,Wheat,Fear,pest attack,25-03-2025,-1,7135.4,120,29.44,1.82
Telangana,Rice,Fear,healthy crop,11-05-2025,-1,8774.01,60,29.16,14.46
Andhra Pradesh,Maize,Angry,blight,24-03-2025,0,3928.55,53,24.14,9.22
Andhra Pradesh,Millets,Happy,infection,29-04-2025,1,6623.74,137,36.76,17.44
Andhra Pradesh,Cotton,Angry,disease,02-01-2025,-1,8003.86,92,37.34,19.91
Punjab,Pulses,Negative,rust,08-03-2025,1,9390.97,151,35.53,12.94
Maharashtra,Rice,Angry,borer,16-01-2025,-1,4871.06,132,35.38,7.27
Gujarat,Millets,Fear,disease,27-01-2025,0,4021.89,124,35.07,2.24
